Depot_ID,Depot_Name,District,Year,Month_Number,Month,Buses Allocated,Schedules Allocated,Passengers,Estimated Diesel Litres,Estimated CO2 (Tonnes),Effective KM,Observed Year Effective KM,Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),Diesel Cost (INR/km),EV Cost (INR/km),Diesel Efficiency (km/litre),EV Energy Consumption (kWh/km),Passengers_per_Bus,Diesel_Litres_per_Bus,Diesel_Litres_per_Schedule,CO2_per_Bus_Tonnes,Terrain_Class,Terrain_Score
KSRTC-037,Chengannur,Alappuzha,2025,6,June,88,6.3,238338,98722.9,264.577,402789.43,4892769.94,503.487,9666946.73,51,27,4.08,1.25,2708.386364,1121.851136,15670.30159,3.006556818,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,7,July,87,5.97,234656,91006.01,243.896,371304.52,4892769.94,464.131,8911308.98,51,27,4.08,1.25,2697.195402,1046.046092,15243.88777,2.803402299,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,8,August,85,6.62,269402,98657.92,264.403,402524.31,4892769.94,503.155,9660583.05,51,27,4.08,1.25,3169.435294,1160.681412,14903.00906,3.110623529,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,9,September,88,6.93,272052,107657.46,288.522,439242.44,4892769.94,549.053,10541818.28,51,27,4.08,1.25,3091.5,1223.380227,15534.98701,3.278659091,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,10,October,87,6.84,280010,110002.0,294.805,448808.16,4892769.94,561.01,10771395.75,51,27,4.08,1.25,3218.505747,1264.390805,16082.16374,3.388563218,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,11,November,87,6.66,275876,101788.8,272.794,415298.3,4892769.94,519.123,9967159.13,51,27,4.08,1.25,3170.988506,1169.986207,15283.6036,3.135563218,Rolling,0.75
KSRTC-037,Chengannur,Alappuzha,2025,12,December,88,6.74,256068,96660.85,259.051,394376.27,4892769.94,492.97,9465030.31,51,27,4.08,1.25,2909.863636,1098.41875,14341.3724,2.943761364,Rolling,0.75
KSRTC-038,Harippad,Alappuzha,2025,1,January,79,9.27,416211,45968.5,123.196,187551.48,2297809.33,234.439,4501235.98,51,27,4.08,1.25,5268.493671,581.8797468,4958.845739,1.559443038,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,2,February,82,9.13,413886,45456.65,121.824,185463.13,2297809.33,231.829,4451115.37,51,27,4.08,1.25,5047.390244,554.3493902,4978.822563,1.485658537,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,3,March,82,9.39,439940,47497.62,127.294,193790.29,2297809.33,242.238,4650966.63,51,27,4.08,1.25,5365.121951,579.2392683,5058.319489,1.552365854,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,4,April,80,9.66,446295,47679.1,127.78,194530.73,2297809.33,243.163,4668737.85,51,27,4.08,1.25,5578.6875,595.98875,4935.724638,1.59725,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,5,May,78,9.83,446510,46547.65,124.748,189914.41,2297809.33,237.393,4557946.24,51,27,4.08,1.25,5724.487179,596.7647436,4735.264496,1.599333333,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,6,June,79,9.14,418265,44218.67,118.506,180412.17,2297809.33,225.515,4329892.61,51,27,4.08,1.25,5294.493671,559.73,4837.928884,1.500075949,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,7,July,77,8.81,399188,42657.6,114.322,174043.01,2297809.33,217.554,4177031.83,51,27,4.08,1.25,5184.25974,553.9948052,4841.952327,1.484701299,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,8,August,77,9.9,483694,49359.5,132.283,201386.76,2297809.33,251.733,4833282.36,51,27,4.08,1.25,6281.74026,641.0324675,4985.808081,1.717961039,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,9,September,81,9.65,492441,49268.73,132.04,201016.42,2297809.33,251.271,4824394.38,51,27,4.08,1.25,6079.518519,608.2559259,5105.567876,1.630123457,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,10,October,81,9.98,488277,50799.7,136.143,207262.78,2297809.33,259.078,4974307.01,51,27,4.08,1.25,6028.111111,627.1567901,5090.150301,1.680777778,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,11,November,80,9.97,490973,48338.12,129.546,197219.53,2297809.33,246.524,4733268.42,51,27,4.08,1.25,6137.1625,604.2265,4848.357071,1.619325,Flat/Rolling,0.9
KSRTC-038,Harippad,Alappuzha,2025,12,December,78,9.44,440013,45396.72,121.663,185218.62,2297809.33,231.523,4445247.1,51,27,4.08,1.25,5641.192308,582.0092308,4808.974576,1.559782051,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,1,January,71,8.4,185373,80114.14,214.706,326865.69,4020488.4,408.582,7844776.22,51,27,4.08,1.25,2610.887324,1128.368169,9537.397619,3.024028169,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,2,February,72,8.2,182415,76518.05,205.068,312193.64,4020488.4,390.242,7492647.25,51,27,4.08,1.25,2533.541667,1062.750694,9331.469512,2.848166667,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,3,March,74,8.39,198470,80981.75,217.031,330405.54,4020488.4,413.007,7929732.97,51,27,4.08,1.25,2682.027027,1094.347973,9652.175209,2.932851351,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,4,April,75,8.95,205204,83655.57,224.197,341314.73,4020488.4,426.643,8191553.35,51,27,4.08,1.25,2736.053333,1115.4076,9346.991061,2.989293333,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,5,May,74,8.78,212399,83531.22,223.864,340807.38,4020488.4,426.009,8179376.58,51,27,4.08,1.25,2870.256757,1128.80027,9513.806378,3.025189189,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,6,June,72,8.36,192303,78285.92,209.806,319406.55,4020488.4,399.258,7665757.5,51,27,4.08,1.25,2670.875,1087.304444,9364.344498,2.913972222,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,7,July,74,8.04,184571,73641.63,197.36,300457.85,4020488.4,375.572,7210988.47,51,27,4.08,1.25,2494.202703,995.1571622,9159.406716,2.667027027,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,8,August,74,8.81,210792,84222.32,225.716,343627.07,4020488.4,429.534,8247049.25,51,27,4.08,1.25,2848.540541,1138.139459,9559.854711,3.050216216,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,9,September,75,8.9,221121,88512.58,237.214,361131.33,4020488.4,451.414,8667151.57,51,27,4.08,1.25,2948.28,1180.167733,9945.233708,3.162853333,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,10,October,75,8.95,202379,86714.82,232.396,353796.47,4020488.4,442.246,8491114.77,51,27,4.08,1.25,2698.386667,1156.1976,9688.806704,3.098613333,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,11,November,75,8.85,215997,86298.97,231.281,352099.8,4020488.4,440.125,8450394.95,51,27,4.08,1.25,2879.96,1150.652933,9751.296045,3.083746667,Flat/Rolling,0.9
KSRTC-039,Mavelikkara,Alappuzha,2025,12,December,76,8.77,199832,82936.85,222.271,338382.35,4020488.4,422.978,8121176.55,51,27,4.08,1.25,2629.368421,1091.274342,9456.881414,2.924618421,Flat/Rolling,0.9
KSRTC-040,Edathua,Alappuzha,2025,1,January,44,3.73,338777,47973.25,128.568,195730.86,2355683.54,244.664,4697540.79,51,27,4.08,1.25,7699.477273,1090.301136,12861.46113,2.922,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,2,February,44,3.73,320224,44085.17,118.148,179867.49,2355683.54,224.834,4316819.51,51,27,4.08,1.25,7277.818182,1001.935682,11819.08043,2.685181818,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,3,March,46,3.79,357039,47416.25,127.076,193458.3,2355683.54,241.823,4642998.87,51,27,4.08,1.25,7761.717391,1030.788043,12510.88391,2.762521739,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,4,April,44,3.83,352155,48275.17,129.377,196962.69,2355683.54,246.203,4727104.54,51,27,4.08,1.25,8003.522727,1097.162955,12604.48303,2.940386364,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,5,May,44,4.08,362936,49854.03,133.609,203404.44,2355683.54,254.256,4881706.23,51,27,4.08,1.25,8248.545455,1133.046136,12219.125,3.036568182,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,6,June,45,3.84,325050,43903.24,117.661,179125.22,2355683.54,223.907,4299005.41,51,27,4.08,1.25,7223.333333,975.6275556,11433.13542,2.614688889,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,7,July,45,3.57,309214,43547.9,116.708,177675.43,2355683.54,222.094,4264210.4,51,27,4.08,1.25,6871.422222,967.7311111,12198.29132,2.593511111,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,8,August,44,3.94,386897,49955.76,133.881,203819.5,2355683.54,254.774,4891668.4,51,27,4.08,1.25,8793.113636,1135.358182,12679.1269,3.04275,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,9,September,46,4.05,383400,49550.68,132.796,202166.77,2355683.54,252.708,4852002.76,51,27,4.08,1.25,8334.782609,1077.188696,12234.7358,2.886869565,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,10,October,44,4.14,401805,53292.11,142.823,217431.81,2355683.54,271.79,5218363.53,51,27,4.08,1.25,9131.931818,1211.184318,12872.49034,3.245977273,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,11,November,43,4.05,374499,52063.67,139.531,212419.77,2355683.54,265.525,5098074.23,51,27,4.08,1.25,8709.27907,1210.783023,12855.22716,3.244906977,Steep,0.2
KSRTC-040,Edathua,Alappuzha,2025,12,December,42,3.88,345471,47456.19,127.183,193621.26,2355683.54,242.027,4646910.48,51,27,4.08,1.25,8225.5,1129.909286,12230.9768,3.028166667,Steep,0.2
KSRTC-041,Kottayam,Kottayam,2025,1,January,122,11.96,699326,133928.19,358.928,546427.02,6927787.95,683.034,13114248.77,51,27,4.08,1.25,5732.180328,1097.772049,11198.0092,2.942032787,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,2,February,120,11.71,703385,131454.04,352.297,536332.48,6927787.95,670.416,12871979.72,51,27,4.08,1.25,5861.541667,1095.450333,11225.79334,2.935808333,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,3,March,125,12.23,753206,138214.03,370.414,563913.24,6927787.95,704.892,13533917.55,51,27,4.08,1.25,6025.648,1105.71224,11301.22895,2.963312,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,4,April,127,12.35,748083,141213.3,378.452,576150.26,6927787.95,720.188,13827606.49,51,27,4.08,1.25,5890.417323,1111.915748,11434.2753,2.979937008,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,5,May,125,12.66,726313,147826.23,396.174,603131.02,6927787.95,753.914,14475144.66,51,27,4.08,1.25,5810.504,1182.60984,11676.63744,3.169392,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,6,June,123,11.98,685479,138259.08,370.534,564097.05,6927787.95,705.121,13538329.3,51,27,4.08,1.25,5573.0,1124.057561,11540.82471,3.012471545,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,7,July,120,11.49,641354,126259.96,338.377,515140.64,6927787.95,643.926,12363374.81,51,27,4.08,1.25,5344.616667,1052.166333,10988.68233,2.819808333,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,8,August,125,12.67,737658,147601.95,395.573,602215.96,6927787.95,752.77,14453182.71,51,27,4.08,1.25,5901.264,1180.8156,11649.71981,3.164584,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,9,September,122,13.23,771457,149523.7,400.724,610056.7,6927787.95,762.571,14641360.99,51,27,4.08,1.25,6323.418033,1225.604098,11301.86697,3.284622951,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,10,October,120,13.03,801476,151090.13,404.922,616447.73,6927787.95,770.56,14794745.89,51,27,4.08,1.25,6678.966667,1259.084417,11595.55871,3.37435,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,11,November,124,13.03,781211,152422.06,408.491,621882.0,6927787.95,777.352,14925167.83,51,27,4.08,1.25,6300.08871,1229.210161,11697.77897,3.294282258,Flat/Rolling,0.9
KSRTC-041,Kottayam,Kottayam,2025,12,December,124,12.31,712200,140194.57,375.721,571993.85,6927787.95,714.992,13727852.61,51,27,4.08,1.25,5743.548387,1130.601371,11388.67344,3.030008065,Flat/Rolling,0.9
KSRTC-042,Changanassery,Kottayam,2025,1,January,88,6.11,197422,67931.73,182.057,277161.46,3426408.84,346.452,6651875.49,51,27,4.08,1.25,2243.431818,771.9514773,11118.12275,2.068829545,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,2,February,85,5.96,195265,67354.13,180.509,274804.85,3426408.84,343.506,6595316.52,51,27,4.08,1.25,2297.235294,792.4015294,11301.02852,2.123635294,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,3,March,87,6.08,206088,70082.04,187.82,285934.72,3426408.84,357.418,6862433.44,51,27,4.08,1.25,2368.827586,805.5406897,11526.65132,2.158850575,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,4,April,86,6.36,221085,70437.49,188.772,287384.96,3426408.84,359.231,6897239.28,51,27,4.08,1.25,2570.755814,819.0405814,11075.07704,2.195023256,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,5,May,86,6.49,209935,72006.52,192.977,293786.6,3426408.84,367.233,7050878.07,51,27,4.08,1.25,2441.104651,837.2851163,11094.99538,2.243918605,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,6,June,88,6.04,198101,66603.67,178.498,271742.97,3426408.84,339.679,6521831.01,51,27,4.08,1.25,2251.147727,756.8598864,11027.09768,2.028386364,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,7,July,86,5.61,182609,62341.03,167.074,254351.4,3426408.84,317.939,6104433.21,51,27,4.08,1.25,2123.360465,724.8956977,11112.48307,1.94272093,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,8,August,87,6.34,218723,72692.96,194.817,296587.28,3426408.84,370.734,7118095.02,51,27,4.08,1.25,2514.057471,835.5512644,11465.76656,2.239275862,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,9,September,86,6.16,238144,75351.15,201.941,307432.69,3426408.84,384.291,7378384.26,51,27,4.08,1.25,2769.116279,876.1761628,12232.32955,2.348151163,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,10,October,88,6.62,224587,74538.73,199.764,304118.02,3426408.84,380.148,7298832.4,51,27,4.08,1.25,2552.125,847.0310227,11259.62689,2.270045455,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,11,November,85,6.48,220761,73374.17,196.643,299366.61,3426408.84,374.208,7184798.49,51,27,4.08,1.25,2597.188235,863.2255294,11323.17438,2.313447059,Rolling,0.75
KSRTC-042,Changanassery,Kottayam,2025,12,December,90,6.07,210984,67092.47,179.808,273737.28,3426408.84,342.172,6569694.85,51,27,4.08,1.25,2344.266667,745.4718889,11053.12521,1.997866667,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,1,January,100,8.68,227873,89667.43,240.309,365843.11,4481510.05,457.304,8780234.51,51,27,4.08,1.25,2278.73,896.6743,10330.34908,2.40309,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,2,February,97,8.8,223468,83660.41,224.21,341334.47,4481510.05,426.668,8192027.73,51,27,4.08,1.25,2303.793814,862.4784536,9506.864773,2.311443299,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,3,March,97,8.94,247283,90534.68,242.633,369381.49,4481510.05,461.727,8865155.4,51,27,4.08,1.25,2549.309278,933.3472165,10126.9217,2.501371134,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,4,April,97,8.76,244661,92306.1,247.38,376608.89,4481510.05,470.761,9038612.87,51,27,4.08,1.25,2522.278351,951.6092784,10537.22603,2.550309278,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,5,May,99,8.94,252751,93256.36,249.927,380485.95,4481510.05,475.607,9131662.86,51,27,4.08,1.25,2553.040404,941.9834343,10431.36018,2.524515152,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,6,June,98,8.46,227093,88678.38,237.658,361807.79,4481510.05,452.26,8683387.13,51,27,4.08,1.25,2317.27551,904.8814286,10482.07801,2.425081633,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,7,July,97,8.31,226914,82287.35,220.53,335732.39,4481510.05,419.665,8057577.43,51,27,4.08,1.25,2339.319588,848.3231959,9902.208183,2.273505155,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,8,August,98,9.23,260509,94418.85,253.043,385228.91,4481510.05,481.536,9245494.08,51,27,4.08,1.25,2658.255102,963.4576531,10229.56121,2.582071429,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,9,September,102,9.21,267712,97751.15,261.973,398824.69,4481510.05,498.531,9571792.44,51,27,4.08,1.25,2624.627451,958.3446078,10613.58849,2.568362745,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,10,October,97,9.54,265126,99955.04,267.879,407816.56,4481510.05,509.771,9787597.15,51,27,4.08,1.25,2733.257732,1030.46433,10477.46751,2.761639175,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,11,November,98,9.09,257939,96167.41,257.729,392363.03,4481510.05,490.454,9416712.83,51,27,4.08,1.25,2632.030612,981.300102,10579.47305,2.629887755,Rolling,0.75
KSRTC-043,Pala,Kottayam,2025,12,December,99,8.67,242992,89726.17,240.466,366082.77,4481510.05,457.603,8785986.1,51,27,4.08,1.25,2454.464646,906.3249495,10349.03922,2.428949495,Rolling,0.75
KSRTC-044,Vaikom,Kottayam,2025,1,January,76,5.73,332434,67319.68,180.417,274664.29,3480792.08,343.33,6591942.81,51,27,4.08,1.25,4374.131579,885.7852632,11748.63525,2.373907895,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,2,February,75,5.71,324784,69577.18,186.467,283874.89,3480792.08,354.844,6812997.25,51,27,4.08,1.25,4330.453333,927.6957333,12185.14536,2.486226667,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,3,March,74,5.69,348552,71655.65,192.037,292355.05,3480792.08,365.444,7016521.38,51,27,4.08,1.25,4710.162162,968.3195946,12593.26011,2.595094595,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,4,April,73,6.18,348510,70592.25,189.187,288016.38,3480792.08,360.02,6912393.12,51,27,4.08,1.25,4774.109589,967.0171233,11422.69417,2.59160274,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,5,May,73,6.34,341461,73390.79,196.687,299434.42,3480792.08,374.293,7186426.63,51,27,4.08,1.25,4677.547945,1005.353288,11575.83438,2.694342466,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,6,June,73,5.95,327633,69175.04,185.389,282234.16,3480792.08,352.793,6773620.3,51,27,4.08,1.25,4488.123288,947.6032877,11626.05714,2.539575342,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,7,July,74,5.64,313474,64388.92,172.562,262706.79,3480792.08,328.383,6304962.74,51,27,4.08,1.25,4236.135135,870.1205405,11416.47518,2.331918919,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,8,August,73,6.08,350115,71510.49,191.648,291762.8,3480792.08,364.704,7002307.63,51,27,4.08,1.25,4796.09589,979.5957534,11761.59375,2.625315068,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,9,September,71,6.24,382460,76434.03,204.843,311850.84,3480792.08,389.814,7484420.09,51,27,4.08,1.25,5386.760563,1076.535634,12249.04327,2.885112676,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,10,October,76,6.24,361588,74338.01,199.226,303299.08,3480792.08,379.124,7279177.52,51,27,4.08,1.25,4757.736842,978.1317105,11913.14263,2.621394737,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,11,November,75,6.31,359985,75086.22,201.231,306351.78,3480792.08,382.94,7352442.48,51,27,4.08,1.25,4799.8,1001.1496,11899.55943,2.68308,Hilly,0.4
KSRTC-044,Vaikom,Kottayam,2025,12,December,71,6.07,343362,69667.06,186.708,284241.6,3480792.08,355.302,6821798.86,51,27,4.08,1.25,4836.084507,981.2261972,11477.27512,2.629690141,Hilly,0.4
KSRTC-045,Ponkunnam,Kottayam,2025,1,January,68,7.5,293018,68308.03,183.066,278696.76,3470592.55,348.371,6688722.16,51,27,4.08,1.25,4309.088235,1004.529853,9107.737333,2.692147059,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,2,February,69,7.28,284274,67231.16,180.18,274303.13,3470592.55,342.879,6583274.88,51,27,4.08,1.25,4119.913043,974.3646377,9235.049451,2.611304348,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,3,March,68,7.58,295816,72840.16,195.212,297187.85,3470592.55,371.485,7132508.01,51,27,4.08,1.25,4350.235294,1071.178824,9609.519789,2.870764706,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,4,April,70,8.02,295124,71485.55,191.581,291661.04,3470592.55,364.576,6999865.51,51,27,4.08,1.25,4216.057143,1021.222143,8913.410224,2.736871429,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,5,May,70,8.03,316826,75049.76,201.133,306203.02,3470592.55,382.754,7348872.41,51,27,4.08,1.25,4526.085714,1072.139429,9346.171856,2.873328571,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,6,June,67,7.38,284064,68289.83,183.017,278622.51,3470592.55,348.278,6686940.2,51,27,4.08,1.25,4239.761194,1019.251194,9253.364499,2.731597015,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,7,July,71,7.18,276375,64246.4,172.18,262125.31,3470592.55,327.657,6291007.56,51,27,4.08,1.25,3892.605634,904.8788732,8947.966574,2.425070423,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,8,August,69,7.9,310102,72389.59,194.004,295349.53,3470592.55,369.187,7088388.39,51,27,4.08,1.25,4494.231884,1049.124493,9163.239241,2.811652174,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,9,September,68,7.85,325500,75982.71,203.634,310009.46,3470592.55,387.512,7440226.73,51,27,4.08,1.25,4786.764706,1117.392794,9679.326115,2.994617647,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,10,October,68,8.15,325375,73825.92,197.853,301209.75,3470592.55,376.512,7229034.58,51,27,4.08,1.25,4784.926471,1085.675294,9058.395092,2.909602941,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,11,November,70,8.16,314832,71582.95,191.842,292058.44,3470592.55,365.073,7009402.03,51,27,4.08,1.25,4497.6,1022.613571,8772.420343,2.7406,Flat/Rolling,0.9
KSRTC-045,Ponkunnam,Kottayam,2025,12,December,69,7.6,300104,69403.37,186.001,283165.75,3470592.55,353.957,6795978.06,51,27,4.08,1.25,4349.333333,1005.845942,9132.022368,2.695666667,Flat/Rolling,0.9
KSRTC-046,Erattupetta,Kottayam,2025,1,January,65,4.7,238469,61447.65,164.68,250706.41,3223718.69,313.383,6016953.79,51,27,4.08,1.25,3668.753846,945.3484615,13073.96809,2.533538462,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,2,February,64,4.84,231458,63082.17,169.06,257375.25,3223718.69,321.719,6177005.89,51,27,4.08,1.25,3616.53125,985.6589063,13033.5062,2.6415625,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,3,March,64,4.77,243243,68239.22,182.881,278416.02,3223718.69,348.02,6681984.15,51,27,4.08,1.25,3800.671875,1066.237813,14305.91614,2.857515625,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,4,April,62,4.88,250086,67098.56,179.824,273762.12,3223718.69,342.203,6570291.47,51,27,4.08,1.25,4033.645161,1082.234839,13749.70492,2.900387097,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,5,May,65,5.0,260362,69956.72,187.484,285423.42,3223718.69,356.779,6850161.58,51,27,4.08,1.25,4005.569231,1076.257231,13991.344,2.884369231,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,6,June,67,4.59,242133,61870.05,165.812,252429.8,3223718.69,315.537,6058315.06,51,27,4.08,1.25,3613.925373,923.4335821,13479.31373,2.47480597,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,7,July,64,4.6,221391,59870.36,160.453,244271.07,3223718.69,305.339,5862505.91,51,27,4.08,1.25,3459.234375,935.474375,13015.29565,2.507078125,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,8,August,65,4.85,275864,66730.16,178.837,272259.05,3223718.69,340.324,6534217.19,51,27,4.08,1.25,4244.061538,1026.617846,13758.79588,2.751338462,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,9,September,61,4.94,276708,71282.83,191.038,290833.95,3223718.69,363.542,6980014.54,51,27,4.08,1.25,4536.196721,1168.570984,14429.72267,3.131770492,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,10,October,64,5.12,289837,70358.45,188.561,287062.48,3223718.69,358.828,6889499.41,51,27,4.08,1.25,4528.703125,1099.350781,13741.88477,2.946265625,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,11,November,64,5.08,260397,67327.08,180.437,274694.49,3223718.69,343.368,6592667.39,51,27,4.08,1.25,4068.703125,1051.985625,13253.3622,2.819328125,Flat,1.0
KSRTC-046,Erattupetta,Kottayam,2025,12,December,65,4.79,256962,62863.88,168.475,256484.63,3223718.69,320.606,6155630.76,51,27,4.08,1.25,3953.261538,967.1366154,13123.9833,2.591923077,Flat,1.0
KSRTC-047,Thodupuzha,Idukki,2025,1,January,91,9.72,315277,68271.13,182.967,278546.21,3561978.35,348.183,6685109.11,51,27,4.08,1.25,3464.582418,750.2321978,7023.778807,2.010626374,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,2,February,91,9.47,302840,71034.25,190.372,289819.74,3561978.35,362.275,6955673.91,51,27,4.08,1.25,3327.912088,780.5961538,7500.976769,2.092,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,3,March,91,9.9,311163,68705.79,184.132,280319.62,3561978.35,350.4,6727671.39,51,27,4.08,1.25,3419.373626,755.0086813,6939.978788,2.023428571,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,4,April,91,9.91,327152,73565.18,197.155,300145.93,3561978.35,375.182,7203502.1,51,27,4.08,1.25,3595.076923,808.4085714,7423.327952,2.166538462,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,5,May,92,9.8,325787,76404.57,204.764,311730.65,3561978.35,389.663,7481535.23,51,27,4.08,1.25,3541.163043,830.4844565,7796.384694,2.225695652,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,6,June,93,9.54,293249,69926.91,187.404,285301.79,3561978.35,356.627,6847242.9,51,27,4.08,1.25,3153.215054,751.9022581,7329.86478,2.015096774,Steep,0.2
KSRTC-047,Thodupuzha,Idukki,2025,7,July,91,9.13,300089,64985.59,174.161,265141.21,3561978.35,331.426,6363388.51,51,27,4.08,1.25,3297.681319,714.1273626,7117.808324,1.913857143,Steep,0.2
